Mod:Item:MetaData, Localized Name
Thaumcraft:blockArcaneDoor, Магическая дверь
Thaumcraft:blockLifter, Магический подъёмник
Thaumcraft:blockMagicBox, tile.blockMagicBox.name
Thaumcraft:blockAlchemyFurnace, Улучшенная алхимическая печь
Thaumcraft:blockJar:0, Банка
Thaumcraft:blockJar:1, Мозг в банке
Thaumcraft:blockJar:3, Пустотная банка
Thaumcraft:blockCandle:0, Белая свеча
Thaumcraft:blockCandle:1, Оранжевая свеча
Thaumcraft:blockCandle:2, Сиреневая свеча
Thaumcraft:blockCandle:3, Светло-синяя свеча
Thaumcraft:blockCandle:4, Жёлтая свеча
Thaumcraft:blockCandle:5, Лаймовая свеча
Thaumcraft:blockCandle:6, Розовая свеча
Thaumcraft:blockCandle:7, Серая свеча
Thaumcraft:blockCandle:8, Светло-серая свеча
Thaumcraft:blockCandle:9, Бирюзовая свеча
Thaumcraft:blockCandle:10, Фиолетовая свеча
Thaumcraft:blockCandle:11, Синяя свеча
Thaumcraft:blockCandle:12, Коричневая свеча
Thaumcraft:blockCandle:13, Зелёная свеча
Thaumcraft:blockCandle:14, Красная свеча
Thaumcraft:blockCandle:15, Чёрная свеча
Thaumcraft:blockEldritch:4, Светящийся заросший камень
Thaumcraft:blockAiry:0, Узел ауры
Thaumcraft:blockManaPod, tile.blockManaPod.name
Thaumcraft:blockArcaneFurnace, Адская печь
Thaumcraft:blockWarded, tile.blockWarded.name
Thaumcraft:blockHole, Пустое место
Thaumcraft:blockPortalEldritch, Древний портал
Thaumcraft:blockEssentiaReservoir:0, Резервуар эссенции
Thaumcraft:blockEldritchNothing, tile.blockPortalNothing.name
Thaumcraft:blockStairsArcaneStone, Лестница из магического камня
Thaumcraft:blockStairsGreatwood, Лестница из великого дерева
Thaumcraft:blockStairsSilverwood, Лестница из серебряного дерева
Thaumcraft:blockStairsEldritch, Лестница из древнего камня
Thaumcraft:blockCosmeticSlabWood:0, Плита из великого дерева
Thaumcraft:blockCosmeticSlabWood:1, Плита из серебряного дерева
Thaumcraft:blockCosmeticSlabStone:0, Плита из магического камня
Thaumcraft:blockCosmeticSlabStone:1, Плита из древнего камня
Thaumcraft:blockCosmeticDoubleSlabWood, tile.blockCosmeticDoubleSlabWood.name
Thaumcraft:blockCosmeticDoubleSlabStone, tile.blockCosmeticDoubleSlabStone.name
Thaumcraft:blockLootUrn:0, Старая ваза
Thaumcraft:blockLootUrn:1, Старая ваза
Thaumcraft:blockLootUrn:2, Старая ваза
Thaumcraft:blockLootCrate:0, Забытый ящик
Thaumcraft:blockLootCrate:1, Забытый ящик
Thaumcraft:blockLootCrate:2, Забытый ящик
TwilightForest:tile.TFLog:0, Сумеречный дуб
TwilightForest:tile.TFLog:1, Сумеречная сосна
TwilightForest:tile.TFLog:2, Сумеречная берёза
TwilightForest:tile.TFLog:3, Тёмное дерево
TwilightForest:tile.TFRoots:0, Корни
TwilightForest:tile.TFRoots:1, Замшелые корни
TwilightForest:tile.TFLeaves:0, Листва сумеречного дуба
TwilightForest:tile.TFLeaves:1, Листва сумеречной сосны
TwilightForest:tile.TFLeaves:2, Листва сумеречной берёзы
TwilightForest:tile.TFLeaves:3, Разноцветная листва
TwilightForest:tile.TFFirefly, Светлячок
TwilightForest:tile.TFCicada, Цикада
TwilightForest:tile.TFPortal, Блок портала в сумеречный лес
TwilightForest:tile.TFMazestone:0, Камень лабиринта
TwilightForest:tile.TFMazestone:1, Кладка из камня лабиринта
TwilightForest:tile.TFMazestone:2, Гладкая лабиринтовая кладка
TwilightForest:tile.TFMazestone:3, Декоративная лабиринтовая кладка
TwilightForest:tile.TFMazestone:4, Потресканая лабиринтовая кладка
TwilightForest:tile.TFMazestone:5, Замшелая лабиринтовая кладка
TwilightForest:tile.TFMazestone:6, Узорчатая лабиринтовая кладка
TwilightForest:tile.TFMazestone:7, Двойная узорчатая лабиринтовая кладка
TwilightForest:tile.TFHedge:0, Хеджа
TwilightForest:tile.TFBossSpawner:0, Спавнер Наги
TwilightForest:tile.TFBossSpawner:1, Спавнер Лича
TwilightForest:tile.TFBossSpawner:2, Спавнер Гидры
TwilightForest:tile.TFBossSpawner:3, Ur-ghast Spawner
TwilightForest:tile.TFBossSpawner:4, Knight Phantoms Spawner
TwilightForest:tile.TFBossSpawner:5, tile.TFBossSpawner.5.name
TwilightForest:tile.TFFireflyJar, Баночка со светлячком
TwilightForest:tile.TFPlant:3, Покров мха
TwilightForest:tile.TFPlant:4, Четырёхлистный клевер
TwilightForest:tile.TFPlant:8, Сверкающая трава
TwilightForest:tile.TFPlant:9, Светогриб
TwilightForest:tile.TFPlant:10, Лесная трава
TwilightForest:tile.TFPlant:11, Мёртвый куст
TwilightForest:tile.TFPlant:13, Факелонтовый росток
TwilightForest:tile.TFPlant:14, Висячие корни
TwilightForest:tile.TFUncraftingTable, Анти верстак
TwilightForest:tile.TFFireJet:0, Дымовой блок
TwilightForest:tile.TFFireJet:8, Огненный блок
TwilightForest:tile.TFFireJet:1, Приручённый дымок
TwilightForest:tile.TFFireJet:11, Заключённый огонёк
TwilightForest:tile.TFNagastone:1, Нагакамень
TwilightForest:tile.TFNagastone:13, Нагакамень
TwilightForest:tile.TFSapling:0, Саженец сумеречного дуба
TwilightForest:tile.TFSapling:1, Саженец сумеречной сосны
TwilightForest:tile.TFSapling:2, Саженец сумеречной берёзы
TwilightForest:tile.TFSapling:3, Саженец тёмного дерева
TwilightForest:tile.TFSapling:4, Саженец большого сумеречного дуба
TwilightForest:tile.TFSapling:5, Саженец дерева времени
TwilightForest:tile.TFSapling:6, Саженец мудрого дерева
TwilightForest:tile.TFSapling:7, Саженец дерева шахтёра
TwilightForest:tile.TFSapling:8, Саженец сортировочного дерева
TwilightForest:tile.TFSapling:9, Саженец разноцветного дерева
TwilightForest:tile.TFMoonworm, Гусеница
TwilightForest:tile.TFMagicLog:0, Дерево времени
TwilightForest:tile.TFMagicLog:1, Загадочное дерево
TwilightForest:tile.TFMagicLog:2, Дерево шахтёра
TwilightForest:tile.TFMagicLog:3, Правильное дерево
TwilightForest:tile.TFMagicLeaves:0, Листва дерева времени
TwilightForest:tile.TFMagicLeaves:1, Листва мудрого дерева
TwilightForest:tile.TFMagicLeaves:2, Листва шахтёра
TwilightForest:tile.TFMagicLeaves:3, Листва сортировки
TwilightForest:tile.TFMagicLogSpecial:0, Дерево времени
TwilightForest:tile.TFMagicLogSpecial:1, Мудрое дерево
TwilightForest:tile.TFMagicLogSpecial:2, Ядро дерева шахтёра
TwilightForest:tile.TFMagicLogSpecial:3, Ядро дерева сортировки
TwilightForest:tile.TFTowerStone:0, Планки тёмной башни
TwilightForest:tile.TFTowerStone:1, Боковые планки тёмной башни
TwilightForest:tile.TFTowerStone:2, Трестнутые планки тёмной башни
TwilightForest:tile.TFTowerStone:3, Замшелые планки тёмной башни
TwilightForest:tile.TFTowerStone:4, Инфицированные планки тёмной башни
TwilightForest:tile.TFTowerDevice:0, Восстанавливающийся блок
TwilightForest:tile.TFTowerDevice:2, Исчезающий блок
TwilightForest:tile.TFTowerDevice:4, Заблокированный восстанавливающийся блок
TwilightForest:tile.TFTowerDevice:5, Разблокированый восстанавливающийся блок
TwilightForest:tile.TFTowerDevice:6, Строитель башни
TwilightForest:tile.TFTowerDevice:9, Антистроитель
TwilightForest:tile.TFTowerDevice:10, Ловушка для гаста
TwilightForest:tile.TFTowerDevice:12, Карминитовый реактор
TwilightForest:tile.TFTowerTranslucent:0, Восстанавливающийся блок
TwilightForest:tile.TFTowerTranslucent:1, Активный восстанавливающийся блок
TwilightForest:tile.TFTowerTranslucent:2, Блок строителя башни
TwilightForest:tile.TFTowerTranslucent:3, Активный блок строители башни
TwilightForest:tile.TFTowerTranslucent:4, Анти-строитель башни
TwilightForest:tile.TFTowerTranslucent:5, Carminite Reactor Debris
TwilightForest:tile.TFTowerTranslucent:6, Поддельное золото
TwilightForest:tile.TFTowerTranslucent:7, Поддельный алмаз
TwilightForest:tile.TFTrophy:0, Трофей сумеречного леса
TwilightForest:tile.TFShield:0, Крепкий щит
TwilightForest:tile.TFTrophyPedestal:0, Трофейный пьедестал
TwilightForest:tile.TFTrophyPedestal:15, Активированный трофейный пьедестал
TwilightForest:tile.TFAuroraBrick, Блок Авроры
TwilightForest:tile.TFUnderBrick:0, Подземные кирпичи
TwilightForest:tile.TFUnderBrick:1, Потресканные поздемные кирпичи
TwilightForest:tile.TFUnderBrick:2, Замшелые подземные кирпичи
TwilightForest:tile.TFThorns:0, Шипы
TwilightForest:tile.TFThorns:1, Зелёные шипы
TwilightForest:tile.TFBurntThorns, Истлевшие шипы
TwilightForest:tile.TFThornRose, Шипастая роза
TwilightForest:tile.TFLeaves3:0, Thorn Leaves
TwilightForest:tile.TFLeaves3:1, Бобовые листья
TwilightForest:tile.TFDeadrock:0, Влажный камень смерти
TwilightForest:tile.TFDeadrock:1, Потрескавшийся камень смерти
TwilightForest:tile.TFDeadrock:2, Камень смерти
TwilightForest:tile.DarkLeaves, Листва тёмного дерева
TwilightForest:tile.AuroraPillar, Колонна Авроры
TwilightForest:tile.AuroraSlab:0, Плита Авроры
TwilightForest:tile.AuroraDoubleSlab:0, Плита Авроры
TwilightForest:tile.TrollSteinn, Тролльштеин
TwilightForest:tile.WispyCloud, Прозрачное облако
TwilightForest:tile.FluffyCloud, Взбытое облако
TwilightForest:tile.GiantCobble, Гигантский булыжник
TwilightForest:tile.GiantLog, Гигантское дерево
TwilightForest:tile.GiantLeaves, Гигантские листья
TwilightForest:tile.GiantObsidian, Гигантский обсидиан
TwilightForest:tile.UberousSoil, Анбеоновая почва
TwilightForest:tile.HugeStalk, Огромный стебель
TwilightForest:tile.HugeGloomBlock, Огромный грибрил
TwilightForest:tile.TrollVidr, Тролловидр
TwilightForest:tile.UnripeTrollBer, Спелый тролльбер
TwilightForest:tile.TrollBer, Тролльбер
TwilightForest:tile.KnightmetalBlock, Block of Knightmetal
TwilightForest:tile.HugeLilyPad, Huge Lily Pad
TwilightForest:tile.HugeWaterLily, Huge Water Lily
TwilightForest:tile.Slider:0, Slide Trap
TwilightForest:tile.Slider:1, Slide Trap 1
TwilightForest:tile.Slider:2, Slide Trap 2
TwilightForest:tile.Slider:3, Slide Trap 3
TwilightForest:tile.CastleBrick:0, Castle Brick
TwilightForest:tile.CastleBrick:1, Worn Castle Brick
TwilightForest:tile.CastleBrick:2, Cracked Castle Brick
TwilightForest:tile.CastleBrick:3, Castle Roof Tile
TwilightForest:tile.CastleMagic:0, Blue Castle Rune Brick
TwilightForest:tile.CastleMagic:1, Yellow Castle Rune Brick
TwilightForest:tile.CastleMagic:2, Pink Castle Rune Brick
TwilightForest:tile.CastleMagic:3, Violet Castle Rune Brick
TwilightForest:tile.ForceField:0, Violet Force Field
TwilightForest:tile.ForceField:1, Pink Force Field
TwilightForest:tile.ForceField:2, Orange Force Field
TwilightForest:tile.ForceField:3, Green Force Field
TwilightForest:tile.ForceField:4, Blue Force Field
TwilightForest:tile.CinderFurnaceIdle, Cinder Furnace [NYI]
TwilightForest:tile.CinderFurnaceLit, Cinder Furnace [NYI]
TwilightForest:tile.CinderLog:0, Cinder Log [NYI]
TwilightForest:tile.CastleDoor:0, Blue Castle Door
TwilightForest:tile.CastleDoorVanished:0, Blue Castle Door
